username,date,tweet
@florchids,2024-07-10 15:52,ada yang punya list keperluan buat mpkmb gak yaaaa
@theornado_,2024-07-10 15:30,"gapapa riss, nanti pas mpkmb sokapin gua ajaa 
, biar gua ada temen"
@levanaon,2024-07-10 15:21,disuruh follow kating2 panit mpkmb tp aku agak gaenak deh 😔igku soalnya cukup bucin sm cowoku ya meskipun dia angkatan 59 sih :3
@adelawokaowk,2024-07-10 15:17,"aku kepikirannya bntr lagi mpkmb, terus kayak??? habis itu kuliah... mennnn gak siap. mentalku masih di MPLS SMP"
@kiongiy,2024-07-10 15:09,eh woi ini sop mpkmb ipb kapan y
@ralcyons,2024-07-10 15:00,dan yg jd panit mpkmb <3
@thughlk,2024-07-10 14:58,siapa sdh nyiapin mpkmb!!???
@dokcing,2024-07-10 14:57,ipbnesian plis mutualan sm aku akj ogn punya kawan banyak sblm mpkmb plis MOOTS #moots #dont #let #it #flop #pls
@biologyloml,2024-07-10 14:45,Tapi ntar mpkmb jam 4 subuh gimana jir lu..
@biologyloml,2024-07-10 14:42,"Selama tingkat 1 ak ngekost, NGGA KUAT JIR PP PAS MPKMB"
@chocrattes,2024-07-10 14:33,"AHAHAHAHAHAH PLS TAPI AKU DULU GINI 
PAS PRA MPKMB BARU PINDAHAN KOST"
@kazuhaindomie,2024-07-10 14:14,mpkmb 2x dong
@mollimouli,2024-07-10 13:56,ga sabar mpkmb tpi packing aja msih 0% 😞😞
@skrtr,2024-07-10 13:53,"maba ipb 61 adkh yg lg nyari sepatu item buat mpkmb? ak mw jual pvnku yg full item krn kekecilan cuy, dipake pas mpkmb doank msih muluz"
@seulgiipb,2024-07-10 13:43,EH IYA EXCITED DIKIT SAMA MPKMB!!!
@crunoash,2024-07-10 13:41,"ipb 61, cung sp mw moots instagram!!! kita saling ramaikan postingan mpkmb ituuu 😋🫵🏻"
@MPKMB_IPB,2024-07-10 13:37,"absennn dulu dong sobat nara dari jalur jaketos, PIN dan mandiri🙋🏻🙋🏻‍♀️

selamat datangg yaaa! mimin ada video spesiall ni buat kaliaann🥳🫣

Check this outt yaaa sobat naraa‼️
🔗vt.tiktok.com/ZSYqawd8j/🔗

#miminsyangnarapatibimantara 
#smipb #jaketos #jalurPIN"
@cyancza,2024-07-10 13:28,"Yuhuu 61 udah lengkap, Congrats Narapati Bimantara !! kalo lewat tl kalian ayo mutualan guys nanti kita sharing tentang univ, terutama serba-serbi MPKMB yang semakin dekat 🙌"
@akuasaaa,2024-07-10 13:28,"semoga nanti pas mpkmb ada yg sokab ama aku plis, bakal kutanggepin kok 😭"
@polarrgommie,2024-07-10 13:27,"akuu gatauu tapii sprtinya karena masi mpkmb makanya tidak diperbolehkan, pdhl ak udah berharap membawa motor🧏🏻‍♀️🚵‍♀️🌲"
@baraexplorerr,2024-07-10 13:26,sumpah mpkmb gaboleh bawa motor sendiri???😭😭😭 NANGIS AJA DEH SP YANG ANTERIN AK
@frappvccinoz,2024-07-10 13:15,males packing😞😞😞 aku nunggu sop mpkmb biar sekalian😞😞
@shasaa117,2024-07-10 13:07,"samaa, aku juga utk mpkmb 😭"
@tehmaniskrimer,2024-07-10 12:55,kalo gabisa bangun subuh pas mpkmb gmn yah
@bantaljuling,2024-07-10 12:40,katanya kalo lagi mpkmb tu ada dan buanyakk soalnya gakleh bawa kendaraan kan 🧍🏻‍♀️
@mollimouli,2024-07-10 12:35,semoga tugas mpkmb ipb tahun ini ga banyak buat video plis😣🙏
@bantaljuling,2024-07-10 12:34,"hoi maba yg kosnya di balio dan sekitarnya, mari kita berangkat mpkmb naik angkot 🧍🏻‍♀️"
@tiwiinya2,2024-07-10 12:30,H-1 pra mpkmb alias tgl 1 tapi kelamaan gak ya klo liat yg lain kek cepet²😭
@astronotcentil,2024-07-10 12:04,"kalo GS mpkmb Gibran, gua kayang depan gerbang"
@grazzzeeeee,2024-07-10 11:30,sop mpkmb cepet dong.... mak gue gasabaran ini ngajak hunting ke pasar😔😔😔😔😔😔😔😔😔
@zkyaaz,2024-07-10 11:19,plis kalian udah beli apa aja buat mpkmb?🫠
@akuraditt,2024-07-10 10:59,Masih betah di rumah apa g sabar mpkmb?
@flownyl,2024-07-10 10:59,kita tuh ntar mpkmb disuruh bawa bekel cmn buat sarapan kan ya?? maksinya dpt dari panit?
@bantaljuling,2024-07-10 10:58,enaknya sarapan apa ya sbelum berangkat mpkmb?? ak tipe yg hrus makan nasi kalo pagi 😵‍💫
@bumikudonat,2024-07-10 10:55,gue dlu mpkmb full gratis wkwk dpt mam pulak
@jirlaan,2024-07-10 10:22,"halo fiah salam kenal ya, kalau kamu ada list kebutuhan di mpkmb nanti aku boleh minta ga ya? terimakasih☺️"
@grazzzeeeee,2024-07-10 10:16,"gue abis belanja, mauuu nangis anjirrr banyak banget abisnyaa padahal beli itu itu doang, DAN BELUM BELI BAJU BAJU BUAT MPKMB JUGAAA😭😭💔💔"
@llyyytn,2024-07-10 10:08,kalo Gs mpkmb nadin amizah gua bikin TikTok di koin
@elricadian,2024-07-10 09:54,Cung yg kepoh guest mpkmb😔☝🏻
@anothershaa_,2024-07-10 09:18,GKKKSBAR BGT MPKMB
@polarrgommie,2024-07-10 08:38,mpkmb bleh bawa motor gk ya besok
@CestLaReves,2024-07-10 08:16,Ko ampe mpkmb doang
@meteorhologi,2024-07-10 07:55,omg ikut deg-degan soalnya di jam 4 ini bner² pengumuman jalur terakhir.. abis itu kick-off OMB.. abis itu 7 habits.. abis itu pra-MPKMB.. ABIS ITU MPKMB AAAAA
@juicetomt,2024-07-10 07:38,"nanti kan Agustus hampir full kegiatan mpkmb ya, nah itu bisa ga sih klo tiap hari minggu pulang ke rumah?"
@stucktistika,2024-07-10 06:52,sop berpakaian mpkmb cepet keluar pls biar bisa di siapin dari sekarang......
@cipOlsit3,2024-07-10 06:16,ini kenapa website ukbi lelet bgt sih kalo lagi simulasi😣
@arrietty555,2024-07-10 06:06,"aku dilema jjur, mpkmb nnti pake krudung apa ga, ak abis potong poni sendiri dan jelek bgt😭😭😭"
@dishayangkamuu,2024-07-10 05:50,yang nyapa aku pas mpkmb bakal aku kasih oat choco + alpenliebe isi coklat😋🙏
@cinderelifemy,2024-07-10 05:12,pake pantofel paski gitu boleh ga si pas mpkmb???
@serephalite,2024-07-10 04:53,ADUH KUKIRA MPKMB 😭😭😭 sorry ya... 😭😭
@ratuestteao,2024-07-10 04:50,btw itu H-15 aku ke bogor yaa bukan H-15 MPKMB nya 😭
@draysss___,2024-07-10 02:50,Mpkmb dulu aja yang bener
@pangeranmimpin,2024-07-10 02:37,"KANGEN OSIS BGT sumpah co tahun lalu gua masih jadi panit mpls dan diserbu adik adik buat game cari dan minta ttd ketos, sekarang dah jadi peserta mpkmb aja"
@muztardketchup,2024-07-10 02:36,lohh kok di td coy yg ngepost tanggal-tanggal mpkmb
@uchagiw,2024-07-10 02:33,"pas mpkmb gak bole berwarna rambutnya 😊
#AlumniCatRambutMPKMB 😊"
@onyourn__n,2024-07-10 02:13,"mepet mpkmb ga sii, ipb kan suka yang mepet mepet👀👀"
@ai_pathyyy,2024-07-10 01:27,???? Mpkmb aja belom mulai????
@nanaaipb,2024-07-10 00:12,"Ktemuu doong nnti MPKMB, kita planga-plongo bareng 🥺🥺"
@shevakamila,2024-07-09 23:23,mpkmb tu antara excited dan blm siap tp excited tp blm siapppp
@teroseng,2024-07-09 17:37,uwiiww halo halooo anak vokasi!! huhu kita nanti mpkmb bakal kepisah yaa
@maunan14,2024-07-09 17:09,buat mpkmb kah?
@mourfogenesis,2024-07-09 16:47,YIPPIEEEE semoga survive mpkmb 😵‍💫
@grapestra,2024-07-09 16:42,"KITA SEMUA KEREN, jujur gasiap aaaaakk bisa gasi nantian mpkmb nya 😭🤧 takutttt"
@baraexplorerr,2024-07-09 16:40,sokapin w smpe mpkmb dong
@teroseng,2024-07-09 16:40,"OHHH WADAW KEREN AMAY SISS 👊👊👊👊, sudah siap berkumpul dengan serigala lain saat mpkmb?"
@lovelyt11ny,2024-07-09 16:27,uda pada prepare baju” buat mpkmb kah? gua blm ada persiapan apa” 😭😭
@teroseng,2024-07-09 16:17,"OKEEE, semoga kita bertemu di mpkmb! btw keren bangett jadi anak fkh, good luck yaa untuk kedepannya"
@cinderelifemy,2024-07-09 16:15,huhuuuu belum tapi aku akan follow dia kok🤩☝🏻☝🏻NANTI MPKMB KALO LIAT AKU PANGGIL AJA YA ZI🥰🫶🏻
@shaaturns,2024-07-09 16:10,hii salken ajengg see u di mpkmb 😍💥
@songgee_,2024-07-09 15:54,Kangen mpkmb
@wirausahaa,2024-07-09 15:33,"Kata gua langsung outbond arung jeram, pulangnya subuh dateng mpkmb kaga mandi"
@mnrutmu,2024-07-09 15:30,kpm 61 ni gwe liat² uda pada dket bgt curiga day 1 mpkmb pulangnya makrab ke curug
@Aida_rhma,2024-07-09 15:11,"Yashh bener² safety bgt jaslab yg tangannya karet giniii, kopma sama mpkmb store coba bikin desain jaslab yg kaya gini juga donkk"
@ershaake,2024-07-09 15:05,"ga sbr mpkmb, sp yh guest starnya 🤯🤯"
@mingyuipb,2024-07-09 15:04,iya deh kayaknya meet sebelum mpkmb gasiiih
@mingyuipb,2024-07-09 15:01,hi ningning pls jadi guest star di mpkmb
@chalkszone,2024-07-09 14:40,kebutuhan mpkmb ini tidak selesai-selesai yhh 😞😞
@raudyca,2024-07-09 14:32,omg selamat narapati bimantara! semangat mempersiapkan mpkmb yg tugasnya ga sedikit itu😅💪
@nightteaa,2024-07-09 14:31,Nanti Mpkmb gabisaa kenalan sm sarjana yaa
@terebiologi,2024-07-09 14:05,nanti pas mpkmb gua mau buat ah nnti gua buat nametag gua taro di tas😁😁😁😁😁😁
@alyyspacee,2024-07-09 13:51,mpkmb g pake pantofel?????
@chalkszone,2024-07-09 13:23,aku mencari teman ipb'61.. takut planga plongo pas mpkmb..
@napatishappy,2024-07-09 13:17,batik buat mpkmb kerahnya harus banget yang bisa dilipet gitu kan yaa?
@yaiaiaaaaaa,2024-07-09 13:14,"oiya banyak anak mpkmb, mpf, mpd"
@lvcsncm,2024-07-09 13:01,ntar pas mpkmb pasang profil mu di baju biar ak tau😭😭
@llyyytn,2024-07-09 12:45,saat nya ganti pfp ke yang lebih islami biar pas mpkmb pada kenal👊
@4thocyeanic,2024-07-09 12:36,"Takut hilang pas MPKMB,aku aslinya mini banget 😭"
@kyokenai_,2024-07-09 12:31,Huhuuuu asik banget mpkmb gituin dong kk
@Studyzzz6969,2024-07-09 12:23,Nanti mpkmb katanya buka PO lagi tanggal 10. Batch 3 tapi
@blepnel,2024-07-09 11:57,takut bgt pas mpkmb nanti malah purging 🚶🏻‍♀️‍➡️🚶🏻‍♀️‍➡️🚶🏻‍♀️‍➡️
@nanaaipb,2024-07-09 11:56,"Naa, nanti MPKMB barenggg 🤝"
@Xia0juniee,2024-07-09 11:54,yapi lebih gasiap pku daripada mpkmb bjierrrr
@Xia0juniee,2024-07-09 11:46,"SAMAAA, na kalo kita sekelompok mpkmb sokapin aku plizz 🥲🥲"
@nanaaipb,2024-07-09 11:44,Nanti MPKMB temenin aku yaaa... 🥺🥺
@Xia0juniee,2024-07-09 11:39,DEMI APA BNTR LAGI MPKMB!?!?!??!
@gajihbulanan,2024-07-09 10:55,"gw seneng bgt sm temen"" yg ud lolos seleksi mandiri hri ini TP LGSG LEMES pas tau pra mpkmb ud dimulai mingdep anjir"
@DimasFirdaus_s,2024-07-09 10:07,Bro lupa liburan ini liburan sebelum mpkmb
@cimolbelajar,2024-07-09 09:54,"btw pertemuan hari ini lucu bangett, belum mpkmb tapi udah kerasa banget punya deting 😭😭💗💗

dua-duanya anak 61 pula paling heboh wkwkwkw"
@Syafiq_asyaddid,2024-07-09 09:46,"Merinding liat tugas mpkmb taun lalu, disuruh bikin essay+perkenalan diri di tiktok 💀💀"
@firaxryu,2024-07-09 09:02,IYAAAA HUHUHU KIRAIN INFO MPKMB /kecewa dikit
@crunoash,2024-07-09 08:46,itu semacam pembekalan buat maba utk MPKMB nantiiii
@juicetomt,2024-07-09 08:34,kayaknya klo kuliah (setelah mpkmb) itu boleh tapi klo buat mpkmb kyknya ga boleh
@grapestra,2024-07-09 08:32,udh seneng2 kira bakal dikasih jadwal/sop mpkmb gara2 grup rane ternyata....
@aannacha,2024-07-09 08:00,loh iya ya yg tahap 2 abis mpkmb😅
@shasaa117,2024-07-09 07:46,"@ mpkmb ipb, kak request tulus"
@esaenato,2024-07-09 06:57,pls sokapin aku pas nanti mpkmb😔☝🏻
@CestLaReves,2024-07-09 06:54,Sokap bat gw (latihan sokap pas mpkmb) MAAF MIN WAKAMAMAMA
@syesyuuuuu,2024-07-09 06:43,disuruh buat pas mpkmb
@PACARJAEMlN,2024-07-09 06:21,"Hai kaak mau mutualan gak yaa hehe aku juga akt 61 nihh, untuk mpkmb aku belum beli apa apa sihh, tp udah punya krmeja puth rok a line kerudung dll, sisanya niat beli nantii"
@ipb_menfess,2024-07-09 06:16,punten ada yg udah ditanggapi penyetaraan mpkmb? gw blom ditanggapi huhu udh dari hari jumat😔 mohon bantuannya
@mithchiwws,2024-07-09 05:31,anjir aku kangen mpkmb cok:(
@aminamow,2024-07-09 05:26,Anak 57 blh ga ikut mpkmb? Pengen ikut soalnya dulu cuma bisa menatap layar ajh
@haoipebe,2024-07-09 05:00,"gusy aku kayanya ketinggalan info deh, kalian ada yg ikut po jas lab dr mpkmb store batch 1 egk ya?"
@cipOlsit3,2024-07-09 04:48,samaaa sihhh
@arrietty555,2024-07-09 04:45,"narapati bimantara, spill dong kemeja putih dll, persiapan buat mpkmb yg uda kalian beli...."
@arrietty555,2024-07-09 04:44,"adakah yg ngekos daerah babakan lebak, nyari temen buat brngkt mpkmb"
@cipOlsit3,2024-07-09 04:42,semoga beneran sepatu item aja dehhhh😣😣
@lynestudy,2024-07-09 04:32,di mpkmb store ad jasa cari kost deh setauku
@bantaljuling,2024-07-09 04:31,gusy apkh penugasan mpkmb tu banyak pake laptopnya?? kalo hp doang bisa ga ..
@cipOlsit3,2024-07-09 04:28,TAR PAS OSPEK SEPATUNYA TTP PAKE PANTOFEL KAH😵‍💫😵‍💫😵‍💫
@cipOlsit3,2024-07-09 04:24,di grup likistaa
@pipiah_,2024-07-09 04:11,"aku iri banyak😭😔 pdhl udh ngebayangin mpkmb kayak tahun lalu, bbrp hari di gedung gww, ada bintang tamunya"
@pipiah_,2024-07-09 04:09,"tahun lalu mpkmb 60, anak sv ikut serta buat human puzzle ini ga yaa??"
@napatishappy,2024-07-09 04:04,"mau nanyaa, kemeja putih mpkmb aman gak yaa kalo pakenya kemeja seragam sekolah? 😔🙏"
@ygmuliaparis,2024-07-09 03:53,"Koreksi : 27 Juli baru disuru ngumpul di bogor, mpkmb nya hr seninnya"
@anakrektoripb,2024-07-09 03:48,eh skrg mpkmb duluan ya baru 7 habits
@esaenato,2024-07-09 03:37,bro ak gk siap untuk pra mpkmb
@bbylu0,2024-07-09 03:32,BOLEH GABUNG MPKMB YG DI DRAMAGA GX
@napatishappy,2024-07-09 03:30,udah mau mulai pra mpkmb ...
@pipiah_,2024-07-09 03:29,"aku sv tpi kok sedih yaa😭 nnti liat temen""ku msh pada mpkmb seru""an bersama teman""nya sdngkn aku udh ngga😔"
@tasmoniaa,2024-07-09 03:27,eh kok liburan ini dramaga ky ttp rame ya?? asa taun lalu jaman persiapan mpkmb dramaga sepiiiii bgt
@glorievs,2024-07-09 03:20,kayanya kelar mpkmb bara bakal penuh banget gasih😖
@akuraditt,2024-07-09 03:10,Cie dikit lagi mpkmb
@monggu611,2024-07-09 02:15,anjirr sarjana lama amat mpkmb nya
@bantaljuling,2024-07-09 01:41,ap y tbtb deg degan abis liat jadwal mpkmb
@naj2ui,2024-07-09 01:33,Kalo ga salah tuh 27 nya pra mpkmb deh
@bbylu0,2024-07-09 00:18,"Eh aku taunya 12 Agustus itu yg vokasi, karena mpkmb cm 2 hari. Cm gatau deh"
@fxtriyv,2024-07-08 23:48,ga kuat liat mpkmb dan aku bukan pesertanyaaaaa
@khaaalishh,2024-07-08 23:13,hiks h-19 ldr 🙁 hati-hati yaa ty di sana nanti review juga dong mpkmb kayak apa
@faisalmzhdtt,2024-07-08 22:59,"semoga dinotice @MPKMB_IPB 

sumpah excited bgt liat highlight mpkmb tahun lalu karna ternyata ada idfitaf as a guest star. pls semoga performer yg diundang ke mpkmb tahun ini lebih gacor. i was thinking about hivi or tulus sih. hehee"
@faisalmzhdtt,2024-07-08 22:34,karna skrg masih h-27 mpkmb jadi masih ada banyak waktu buat mikirin yel yel (sudah saatnya bikin yelyel fmipa jd ganas)
@faisalmzhdtt,2024-07-08 22:32,"anjjj stelah nonton preview mpkmb tahun lalu gua jadialdbdlshdlsjsmxbdmdbzlzbxnxnxkxksbd
gua excited gitu ajg special guest performancenya idgitaf fakk"
@faisalmzhdtt,2024-07-08 22:22,"ini sriusan mpkmb 5 agustus?
lama amat ya🙂
eh tapi jd pas seminggu doang sih ya siapa juga yg mau ospek lama lama"
@cipOlsit3,2024-07-08 18:50,KENAPA
@swarkasa,2024-07-08 17:46,COY??? AKU UDH BELI TIKET SOSCHIC JUGA... EMANG KITA MPKMB TANGGAL BRP...........
@sapwwann,2024-07-08 16:33,"IPB baca ya ini twt, nanti pas mpkmb Adain konser ""Tulus"" biar Maba nya pada semangat. Makasih"
@bumikudonat,2024-07-08 15:55,sapwah udah isi mpkmb blm
@asteriasazaaa,2024-07-08 15:38,"ni mpkmb ipb uda h-28 aja, bisa ga mundur lgi tanggalnya, ak gasiap merantau😓"
@chasedeadg,2024-07-08 15:34,"harii inii full simulasi sampe soree capeek bangett tp ak luvv banget sama semuaa anak medis yang sangat supportive, ak gapernah nyesel jd staff medis mpkmb 🫶"
@dinlouvre,2024-07-08 15:03,"pelisss angkatan 61 di mpkmb ipb nanti, akuu tipe yang mau disokabin asal gak disturbing meeh"
@ivyalyaa,2024-07-08 14:33,tpi aku liat seru juga vlog mpkmb
@kasurbengkok,2024-07-08 14:10,semakin dekat dengan mpkmb tapi tadi w kena panas matahari jam 3 sore di paslam langsung bersin-bersin dan keringetan brutal.
@astronotcentil,2024-07-08 14:06,infokan catering mpkmb yang menunya bukan ayam terus pls 😭
@sobagoreng,2024-07-08 14:01,Ipb tanggal 2 udah pra mpkmb jir
@bbylu0,2024-07-08 13:55,eh mpkmb Agustus kan ?
@milktearaa,2024-07-08 12:49,janlup yah biar nanti pas mpkmb kita lgsg ngobrol WKEKWK
@jiseokbogor,2024-07-08 12:32,HOI H-28 MPKMB????? 😱😱😱😱💥💥💥💥💥💥💥
@temansekelasaja,2024-07-08 11:54,Pas mpkmb doang... Berlanjut harus ikut sodung solong apel dll 🤣🤣
@sunsetdayone_,2024-07-08 11:53,bukan kipk wkwk katanya biar ga ribet pas mpkmb
@esaenato,2024-07-08 11:33,ini nanti pas mpkmb muka gue sebuluk apa ya
@arrietty555,2024-07-08 11:31,"narapati bimantara ayo dong mutual sm ak pliz, ak takut planga plongo pas mpkmb...."
@Dhitstudy,2024-07-08 11:04,Pls nnt pas mpkmb sokapin aku ya pls😭😭😭
@nanaaipb,2024-07-08 10:42,WOIII TAKUT BANGETT MPKMB 😬😬
@cipOlsit3,2024-07-08 10:35,AKHIRNYA KELAR ESAI SATU KALI DUDUK
@sassyysasyaa,2024-07-08 10:12,Ehh mpkmb gaboleh bawa motor ya??
@pidiary_,2024-07-08 10:02,"Tengah berusaha mengumpulkan dokum MPKMB, nyesel nggak dibuat dari dulu:)"
@ratuestteao,2024-07-08 09:52,sampe sekarang ak takut besok pas mpkmb bangun telat... PLSSS JANGAN SAMPEE
@jijellipebe,2024-07-08 09:12,gapapa mpkmb 5 agustus trus 12 agustus udh masuk kuliah 😃
@grandparey,2024-07-08 08:43,njir akun yang awalnya terkhusus untuk tugas mpkmb ini merayakan hari jadinya #MyXAnniversary
@chocodonutss,2024-07-08 07:01,Mpkmb 😔💗
@yourlullabies_,2024-07-08 07:01,"plis jangan catering mpkmb store aku tahun lalu bener-bener ngerasain pengalaman buruk banget karena porsinya yang bener-bener ga layak makan, pokoknya bikin speechless, sampe yang lain pun pada komplain di grup cateringnya (aku juga ikut wkwk)"
@ygmuliaparis,2024-07-08 06:52,"Kating mpkmb : ""ngapain aja kalian selama libur setelah pengumuman"""
@capricornettos,2024-07-08 06:34,"ini kalo pas mpkmb udh pada punya sirkel, gimana ya nasib gue 😁🥹"
@dishayangkamuu,2024-07-08 05:13,gimana ya kalau pas mpkmb malah jadwalnya datang bulan:( bulan ini aja tdi subuh😞
@cipOlsit3,2024-07-08 04:39,ada gk yh study cafe di daerah depok🤔
@dCinnamoroll,2024-07-08 04:29,mpkmb sepagi itu ya..... aku kalau sarapan pagi sakit perut..... tapi kalau ngga sarapan takut pingsan.....
@themariast,2024-07-08 04:16,Guest star mpkmb nanti siapa ia.......
@amourinsh,2024-07-08 03:52,sudah lengkap sbnrny tp mpkmb blum masuk 😔
@amourinsh,2024-07-08 03:47,"kapan di-acc bang, mamahku nanyain mulu isi transkripku huft @ nilai mutu mpkmb"
@mthrismotherin9,2024-07-08 03:46,"setau aku bebas deh, wkt mpkmb aku sih bebas ya yang penting batik dan polosan gada logo instansi lain. wkt itu aku pake batik sekolah malah"
@astronotcentil,2024-07-08 03:33,ini nyiapin muka buat mpkmb ya
@cipOlsit3,2024-07-08 03:18,yaallah ig gue masi limit
@jijellipebe,2024-07-08 03:08,"ini nanti mpkmb ada upload"" twibbon gitu ya? aku blm nyiapin foto lagi😃"
@ipb_menfess,2024-07-08 02:09,"Punten sender akt 61, beneran kan mpkmb tanggal 27 harus sudah d bogor? rumah sender jauh bgt mau milih buat kos harian aja. nanti kalo ngampus tetep pp sih. kalian mau dari tgl brp guys? btw sender sv"
@astronotcentil,2024-07-08 01:49,"IYA JG ANJIR, SATU SATUNYA HIBURAN DI DRAMAGA CM MPKMB"
@sptrosaliaa_,2024-07-08 01:16,"wkwkwk bercanda ajahhh

semangat mpkmb dan kuliahnya yahhh❤️❤️
see u kapan2"
@farhannugr06,2024-07-08 00:25,waktu mpkmb bisa bawa snack ga? selain bawa roti buat sarapan?
@rektoripb,2024-07-07 23:13,motor dibawain kemungkinan habis mpkmb haduh
@tasmoniaa,2024-07-07 21:25,serunyo ak hbis flashback mpkmb sm fadil n rahma wowowow
@chaviivaa,2024-07-07 19:42,abis liat list tugas mpkmb tahun lalu SEBANYAK ITU GUSY.. ok saatnya gue menyiapkan mental
@auliandnrlb,2024-07-07 19:06,Mpkmb gamau ngundang day6? Nnti ak sujud sukur di ahn
@rizkyyaambis,2024-07-07 17:57,"alat kebersihan blm... (nunggu roommate) 
pakaian mpkmb blm...
catering...
mana pgn tas & sepatu jg...
keperluan lainnya...
gmn y"
@shevakamila,2024-07-07 17:36,kl ada yang mau pesen catering buat mpkmb ikut dongg
@muztardketchup,2024-07-07 16:13,cuy sdang bingung transport dri kos ke ipb pas mpkmb gmn yah😀 adakah abang gojek yg avail jam segitu
@miyeooww,2024-07-07 15:30,"haloo fiah, mjb yaa. aku jg maba ipb lg cari list utk mpkmb. klo kamu ada, aku boleh minta ga yaa? thankyou sebelumnya 🎀"
@melankoram,2024-07-07 15:18,eh ini emng sop mpkmb kaya barang dan baju dan lain lain blm dikasih tau kah yg ang 61?
@ygmuliaparis,2024-07-07 15:06,anjeng mpkmb gaboleh docmart
@bilanabeelaf,2024-07-07 14:23,"Cathering mpkmb store kayaknya oke, kalo aku dulu ga catering krn ga biasa makan berat pagi jadinya bawa roti, siang dikasih makan, sorenya beli di bara"
@kalalipe,2024-07-07 14:06,tiap hari nonton earth arcade sampe lupa sebulan lg mpkmb. CEPET BAT YE MPKMB NY
@jenoskhb,2024-07-07 14:05,"kak boleh bgt… tp aku takut ga kebagian aja,, btw kak risol panit mpkmb nggakk??"
@jenoskhb,2024-07-07 14:02,"haiii kakkk,,, boleh sekalii kalo nanti bisa ketemuu ya kak, anyway kaka panit mpkmb kah?"
@cumlaaude,2024-07-07 13:56,smangat mpkmb dan tugas tugasnya itu yh dik
@rizkyyaambis,2024-07-07 13:35,😔😔😔 samaa tinggal perlengkapan mpkmb
@RADIANT3CCLIPSE,2024-07-07 13:11,dulu mpkmb bekel gue cnt setiap hari
@RyFermi,2024-07-07 12:59,Bakal bisa makan dulu ga ya kalo pas mpkmb itu???
@ipb_menfess,2024-07-07 12:57,punten SEMANGATT jadi DIVISI ACARA MPKMB nya E3’60-006. NARAPATI BIMANTARA siap menunggu mu!!
@ipb_menfess,2024-07-07 12:48,"punten maba 61 esp yg ngekos nanti selama mpkmb mau pada cathering atau ngga? kalo cathering mending dimana yaa yg trusted, tia :)"
@chasedeadg,2024-07-07 12:47,"angkataan akuu tahun laluu ada beberapa tugas video, tapii tahun ini tugas mpkmb nyaa sudah direvisi jadi ""much easier"" i guess, doakann sajaa ndak adaa yaww"
@Adohiraa,2024-07-07 12:27,Yg panit mpkmb gasi
@euphoricsyaa,2024-07-07 11:34,apakah ada yg tau baju batik buat mpkmb kerahnya harus kaya kemeja atau boleh kerah shanghai???
@yawnra,2024-07-07 11:21,eh ada yg udah mesen catering buat mpkmb nanti gk sih🫠
@jjh4ze,2024-07-07 10:57,udahh yg catering mpkmb
@juicetomt,2024-07-07 10:48,"klo vokasi aku gatauu, klo pirang kayaknya bolehh tapi pas mpkmb harus warna gelap rambutnya. ini kata kating yang satu omda sama aku sihh"
@hourlybiru,2024-07-07 10:47,dlu gua pas mpkmb sokab tiap hari jd temennya tiap hari ganti2
@cumlaaude,2024-07-07 10:45,adakah yg punya logbook mpkmb
@juicetomt,2024-07-07 10:40,"bolehhh, pokoknya pas mpkmb doang yang ga bolehh. pas udh masuk masa pku udh bolehhh ko"
@vannotegar25,2024-07-07 10:15,Slalu on fire menyambut mpkmb ini kak🙌
@ipb_menfess,2024-07-07 10:03,"punten kakak-kakak, info guidebook mpkmb biasanya dibagiin h- berapa yaa, mau persiapan takut mepet & udah pindah ke bogorr, thankyouuu!!! <3"
@carlosipb,2024-07-07 09:02,atau ga di mpkmb store 😉
@cipOlsit3,2024-07-07 08:20,NGAPAIN
@cipOlsit3,2024-07-07 07:23,beasiswaaa
@sehatselaludir,2024-07-07 07:05,demi apapun @kurensiatwt mpkmb mpd mpf BARENG TERUS APASIH?
@akuraditt,2024-07-07 06:43,"Kateringnya, mpkmb mulai jam 5"
@shyeeeya,2024-07-07 06:25,ku ingin mengisi h-30 mpkmb ini dengan netflix an sampe mampuzzz
@cilokaciyeh,2024-07-07 06:22,sedih gabisa ikt mpkmb thn ini
@saysikenow05,2024-07-07 05:25,"Now that i got into asrama (finally), haruskah ku ikut PO catering MPKMB dari grup fakultas itu???? Kalian ada yg mesen ga?"
@361001fa,2024-07-07 05:22,guys kemeja buat mpkmb ni bahannya bebas kah? mau pake bahan rayon twill boleh ga ya
@eunwooipb,2024-07-07 04:47,abis ngeliat video mpkmb sv 60 yg cowo rambutnya pada botak 🫠
@n4zwayy,2024-07-07 04:45,hah iyakah? ini catering mpkmb ya?
@mourfogenesis,2024-07-07 04:41,"gapapaaa, puas puasin waktu liburnya sebelum dibantai tugas mpkmb 😀"
@bilanabeelaf,2024-07-07 04:31,Aku pas mpkmb tiap pagi minum promag dl
@fishcatmeo,2024-07-07 02:04,"cara biar immo tanpa begadang gimana yaa kantong mataku udah asdfghjkl bgt, malu kalau mpkmb 😔"
@dorijinko,2024-07-07 01:15,wih nanti kita jalan bareng mpkmb yaa
@biologyloml,2024-07-07 00:41,Iyaa kan ada pra mpkmb
@carlosipb,2024-07-07 00:34,paling aman nungguin sop mpkmb deh 😔👍🏻
@CestLaReves,2024-07-06 23:35,Kita lihat pas mpkmb apakah gw bakal aktif juga☺️☺️
